,Hour,Month,DayOfWeek,Vehicle_Type,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Fraud_indicator
2286,0,12,5,Van,FTG-246-POI-482,B-102,Express,Medium,125,125.0,"13.21331620748757, 77.55413526894684",62,Not Fraud
2287,3,1,2,Sedan,FTG-247-XCV-109,A-101,Regular,Medium,115,115.0,"13.21331620748757, 77.55413526894684",87,Not Fraud
2288,5,3,2,SUV,FTG-248-JKL-896,B-102,Express,Large,145,145.0,"13.21331620748757, 77.55413526894684",47,Not Fraud
2289,7,4,3,Bus ,FTG-249-RFD-543,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",73,Not Fraud
2290,9,5,3,Car,FTG-250-HGT-240,A-101,Express,Small,90,90.0,"13.21331620748757, 77.55413526894684",68,Not Fraud
2291,12,6,4,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",91,Not Fraud
2292,14,7,4,Truck,FTG-252-BVC-644,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",52,Not Fraud
2293,16,8,5,Van,FTG-253-NBH-321,B-102,Regular,Medium,125,125.0,"13.21331620748757, 77.55413526894684",82,Not Fraud
2294,18,10,6,Sedan,FTG-254-KJH-038,A-101,Express,Medium,115,115.0,"13.21331620748757, 77.55413526894684",56,Not Fraud
2295,21,11,0,SUV,FTG-255-EDC-765,B-102,Regular,Large,145,115.0,"13.21331620748757, 77.55413526894684",84,Fraud
2296,23,12,0,Bus ,FTG-256-LMK-422,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",69,Not Fraud
2297,1,1,4,Car,FTG-257-PLN-109,A-101,Regular,Small,90,0.0,"13.21331620748757, 77.55413526894684",94,Fraud
2298,3,3,4,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",49,Not Fraud
2299,6,4,5,Truck,FTG-259-WSX-543,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",76,Not Fraud
2300,8,5,5,Van,FTG-260-QAZ-230,B-102,Express,Medium,125,125.0,"13.21331620748757, 77.55413526894684",63,Not Fraud
2301,10,6,6,Sedan,FTG-261-POU-987,A-101,Regular,Medium,115,115.0,"13.21331620748757, 77.55413526894684",88,Not Fraud
2302,12,7,6,SUV,FTG-262-NJH-254,B-102,Express,Large,145,145.0,"13.21331620748757, 77.55413526894684",74,Not Fraud
2303,15,8,0,Bus ,FTG-263-ZXC-321,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",96,Not Fraud
2304,17,10,0,Car,FTG-264-OKM-038,A-101,Express,Small,90,90.0,"13.21331620748757, 77.55413526894684",61,Not Fraud
2305,19,11,1,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",85,Not Fraud
2306,21,12,1,Truck,FTG-266-HGT-422,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",52,Not Fraud
2307,0,1,6,Van,FTG-267-MKF-109,B-102,Regular,Medium,125,125.0,"13.21331620748757, 77.55413526894684",79,Not Fraud
2308,2,3,6,Sedan,FTG-268-DCV-846,A-101,Express,Medium,115,115.0,"13.21331620748757, 77.55413526894684",66,Not Fraud
2309,6,5,0,SUV,FTG-269-NBH-543,B-102,Regular,Large,145,145.0,"13.21331620748757, 77.55413526894684",90,Not Fraud
2310,9,6,1,Bus ,FTG-270-POI-280,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",48,Not Fraud
2311,11,7,1,Car,FTG-271-WSX-987,A-101,Regular,Small,90,90.0,"13.21331620748757, 77.55413526894684",77,Not Fraud
2312,13,8,2,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",60,Not Fraud
2313,15,10,2,Truck,FTG-273-KJH-321,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",83,Not Fraud
2314,18,11,3,Van,FTG-274-VFR-028,B-102,Express,Medium,125,125.0,"13.21331620748757, 77.55413526894684",71,Not Fraud
2315,20,12,3,Sedan,FTG-275-YUI-765,A-101,Regular,Medium,115,90.0,"13.21331620748757, 77.55413526894684",97,Fraud
2316,22,1,1,SUV,FTG-276-CAE-432,B-102,Express,Large,145,145.0,"13.21331620748757, 77.55413526894684",46,Not Fraud
2317,0,3,1,Bus ,FTG-277-LMK-109,C-103,Regular,Large,330,100.0,"13.21331620748757, 77.55413526894684",81,Fraud
2318,3,4,2,Car,FTG-278-NAH-876,A-101,Express,Small,90,90.0,"13.21331620748757, 77.55413526894684",64,Not Fraud
2319,5,5,2,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",93,Not Fraud
2320,7,6,3,Truck,FTG-280-TGB-210,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",57,Not Fraud
2321,9,7,3,Van,FTG-281-BAC-987,B-102,Regular,Medium,125,125.0,"13.21331620748757, 77.55413526894684",86,Not Fraud
2322,12,9,4,Sedan,FTG-282-XCV-654,A-101,Express,Medium,115,115.0,"13.21331620748757, 77.55413526894684",55,Not Fraud
2323,14,10,4,SUV,FTG-283-LAJ-321,B-102,Regular,Large,145,145.0,"13.21331620748757, 77.55413526894684",82,Not Fraud
2324,16,11,5,Bus ,FTG-284-POU-098,C-103,Express,Large,330,115.0,"13.21331620748757, 77.55413526894684",63,Fraud
2325,18,12,5,Car,FTG-285-ZAC-765,A-101,Regular,Small,90,90.0,"13.21331620748757, 77.55413526894684",90,Not Fraud
2326,21,2,3,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",48,Not Fraud
2327,23,3,2,Truck,FTG-287-HGT-109,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",76,Not Fraud
2328,1,4,4,Van,FTG-288-WAX-876,B-102,Express,Medium,125,90.0,"13.21331620748757, 77.55413526894684",58,Fraud
2329,3,5,4,Sedan,FTG-289-QAZ-543,A-101,Regular,Medium,115,115.0,"13.21331620748757, 77.55413526894684",87,Not Fraud
2330,6,6,5,SUV,FTG-290-RAD-210,B-102,Express,Large,145,145.0,"13.21331620748757, 77.55413526894684",67,Not Fraud
2331,10,9,6,Bus ,FTG-291-YUI-987,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",94,Not Fraud
2332,12,10,6,Car,FTG-292-BAC-654,A-101,Express,Small,90,90.0,"13.21331620748757, 77.55413526894684",71,Not Fraud
2333,15,11,0,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",89,Not Fraud
2334,17,12,0,Truck,FTG-294-KJH-098,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",52,Not Fraud
2335,19,2,5,Van,FTG-295-EAC-765,B-102,Regular,Medium,125,125.0,"13.21331620748757, 77.55413526894684",79,Not Fraud
2336,21,3,4,Sedan,FTG-296-LMK-432,A-101,Express,Medium,115,115.0,"13.21331620748757, 77.55413526894684",66,Not Fraud
2337,0,4,6,SUV,FTG-297-PLN-109,B-102,Regular,Large,145,90.0,"13.21331620748757, 77.55413526894684",95,Fraud
2338,2,5,6,Bus ,FTG-298-VAR-876,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",44,Not Fraud
2339,4,6,0,Car,FTG-299-WSX-543,A-101,Regular,Small,90,0.0,"13.21331620748757, 77.55413526894684",78,Fraud
2340,6,8,1,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",61,Not Fraud
2341,9,9,2,Truck,FTG-301-XAZ-987,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",85,Not Fraud
2342,11,10,2,Van,FTG-302-ABC-654,B-102,Express,Medium,125,125.0,"13.21331620748757, 77.55413526894684",49,Not Fraud
2343,13,11,3,Sedan,FTG-303-PAR-321,A-101,Regular,Medium,115,115.0,"13.21331620748757, 77.55413526894684",74,Not Fraud
2344,15,12,3,SUV,FTG-304-DEF-098,B-102,Express,Large,145,145.0,"13.21331620748757, 77.55413526894684",69,Not Fraud
2345,18,2,0,Bus ,FTG-305-LAN-765,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",92,Not Fraud
2346,20,3,6,Car,FTG-306-GHI-432,A-101,Express,Small,90,90.0,"13.21331620748757, 77.55413526894684",57,Not Fraud
2347,22,4,0,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",83,Not Fraud
2348,0,5,1,Truck,FTG-308-UAW-876,C-103,Express,Large,330,125.0,"13.21331620748757, 77.55413526894684",68,Fraud
2349,3,6,2,Van,FTG-309-RST-543,B-102,Regular,Medium,125,125.0,"13.21331620748757, 77.55413526894684",96,Not Fraud
2350,5,8,2,Sedan,FTG-310-MAO-210,A-101,Express,Medium,115,115.0,"13.21331620748757, 77.55413526894684",46,Not Fraud
2351,7,9,3,SUV,FTG-311-QWE-987,B-102,Regular,Large,145,145.0,"13.21331620748757, 77.55413526894684",81,Not Fraud
2352,9,10,3,Bus ,FTG-312-ZAC-654,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",60,Not Fraud
2353,12,11,4,Car,FTG-313-POI-321,A-101,Regular,Small,90,90.0,"13.21331620748757, 77.55413526894684",88,Not Fraud
2354,14,12,4,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",53,Not Fraud
2355,16,2,2,Truck,FTG-315-DAV-765,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",77,Not Fraud
2356,18,3,1,Van,FTG-316-NBH-432,B-102,Express,Medium,125,125.0,"13.21331620748757, 77.55413526894684",64,Not Fraud
2357,21,4,2,Sedan,FTG-317-LKI-109,A-101,Regular,Medium,115,0.0,"13.21331620748757, 77.55413526894684",91,Fraud
2358,23,5,3,SUV,FTG-318-UYA-876,B-102,Express,Large,145,145.0,"13.21331620748757, 77.55413526894684",50,Not Fraud
2359,1,7,5,Bus ,FTG-319-FRD-543,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",75,Not Fraud
2360,3,8,6,Car,FTG-320-TAU-210,A-101,Express,Small,90,90.0,"13.21331620748757, 77.55413526894684",59,Not Fraud
2361,6,9,0,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",84,Not Fraud
2362,10,11,1,Truck,FTG-322-XSW-654,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",66,Not Fraud
2363,12,12,1,Van,FTG-323-NAK-321,B-102,Regular,Medium,125,125.0,"13.21331620748757, 77.55413526894684",93,Not Fraud
2364,15,2,4,Sedan,FTG-324-CDE-098,A-101,Express,Medium,115,115.0,"13.21331620748757, 77.55413526894684",45,Not Fraud
2365,17,3,3,SUV,FTG-325-VJN-765,B-102,Regular,Large,145,145.0,"13.21331620748757, 77.55413526894684",80,Not Fraud
2366,19,4,4,Bus ,FTG-326-PLM-432,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",62,Not Fraud
2367,21,5,5,Car,FTG-327-HJT-109,A-101,Regular,Small,90,90.0,"13.21331620748757, 77.55413526894684",86,Not Fraud
2368,0,7,6,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",51,Not Fraud
2369,2,8,0,Truck,FTG-329-QJZ-543,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",73,Not Fraud
2370,4,9,1,Van,FTG-330-LPO-210,B-102,Express,Medium,125,125.0,"13.21331620748757, 77.55413526894684",56,Not Fraud
2371,6,10,1,Sedan,FTG-331-ZAS-987,A-101,Regular,Medium,115,115.0,"13.21331620748757, 77.55413526894684",82,Not Fraud
2372,9,11,2,SUV,FTG-332-IJC-654,B-102,Express,Large,145,145.0,"13.21331620748757, 77.55413526894684",70,Not Fraud
2373,11,12,2,Bus ,FTG-333-JOP-321,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",97,Not Fraud
2374,13,2,6,Car,FTG-334-RHV-098,A-101,Express,Small,90,90.0,"13.21331620748757, 77.55413526894684",47,Not Fraud
2375,15,3,5,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",84,Not Fraud
2376,18,4,6,Truck,FTG-336-OHM-432,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",65,Not Fraud
2377,20,5,0,Van,FTG-337-NJI-109,B-102,Regular,Medium,125,125.0,"13.21331620748757, 77.55413526894684",92,Not Fraud
2378,22,7,0,Sedan,FTG-338-LHJ-876,A-101,Express,Medium,115,115.0,"13.21331620748757, 77.55413526894684",53,Not Fraud
2379,0,8,2,SUV,FTG-339-UTY-543,B-102,Regular,Large,145,90.0,"13.21331620748757, 77.55413526894684",79,Fraud
2380,3,9,3,Bus ,FTG-340-PHU-210,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",61,Not Fraud
2381,5,10,3,Car,FTG-341-ZHC-987,A-101,Regular,Small,90,90.0,"13.21331620748757, 77.55413526894684",89,Not Fraud
2382,7,11,4,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",44,Not Fraud
2383,9,12,4,Truck,FTG-343-QWE-321,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",78,Not Fraud
2384,12,2,1,Van,FTG-344-MHH-098,B-102,Express,Medium,125,125.0,"13.21331620748757, 77.55413526894684",67,Not Fraud
2385,14,3,0,Sedan,FTG-345-DCF-765,A-101,Regular,Medium,115,0.0,"13.21331620748757, 77.55413526894684",95,Fraud
2386,16,4,1,SUV,FTG-346-PHI-432,B-102,Express,Large,145,145.0,"13.21331620748757, 77.55413526894684",55,Not Fraud
2387,18,6,3,Bus ,FTG-347-XCV-109,C-103,Regular,Large,330,125.0,"13.21331620748757, 77.55413526894684",80,Fraud
2388,21,7,4,Car,FTG-348-JHL-876,A-101,Express,Small,90,0.0,"13.21331620748757, 77.55413526894684",62,Fraud
2389,23,8,5,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",87,Not Fraud
2390,1,9,0,Truck,FTG-350-HKT-210,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",47,Not Fraud
2391,3,10,0,Van,FTG-351-YUI-987,B-102,Regular,Medium,125,125.0,"13.21331620748757, 77.55413526894684",73,Not Fraud
2392,6,11,1,Sedan,FTG-352-BKC-654,A-101,Express,Medium,115,90.0,"13.21331620748757, 77.55413526894684",68,Fraud
2393,8,1,0,SUV,FTG-353-NBH-321,B-102,Regular,Large,145,145.0,"13.21331620748757, 77.55413526894684",91,Not Fraud
2394,10,2,0,Bus ,FTG-354-KJH-098,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",52,Not Fraud
2395,12,3,6,Car,FTG-355-ELC-765,A-101,Regular,Small,90,90.0,"13.21331620748757, 77.55413526894684",82,Not Fraud
2396,15,4,0,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",56,Not Fraud
2397,17,5,1,Truck,FTG-357-PSN-109,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",84,Not Fraud
2398,19,6,2,Van,FTG-358-VFR-876,B-102,Express,Medium,125,125.0,"13.21331620748757, 77.55413526894684",65,Not Fraud
2399,21,8,3,Sedan,FTG-359-WUX-543,A-101,Regular,Medium,115,115.0,"13.21331620748757, 77.55413526894684",78,Not Fraud
2400,0,9,5,SUV,FTG-360-QRZ-210,B-102,Express,Large,145,145.0,"13.21331620748757, 77.55413526894684",53,Not Fraud
2401,2,10,5,Bus ,FTG-361-POU-987,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",92,Not Fraud
2402,4,11,6,Car,FTG-362-NRH-654,A-101,Express,Small,90,90.0,"13.21331620748757, 77.55413526894684",60,Not Fraud
2403,6,12,6,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",105,Not Fraud
2404,9,2,1,Truck,FTG-364-OEM-098,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",70,Not Fraud
2405,11,3,0,Van,FTG-365-LKJ-765,B-102,Regular,Medium,125,115.0,"13.21331620748757, 77.55413526894684",88,Fraud
2406,13,4,1,Sedan,FTG-366-HET-432,A-101,Express,Medium,115,115.0,"13.21331620748757, 77.55413526894684",45,Not Fraud
2407,15,5,2,SUV,FTG-367-MKF-109,B-102,Regular,Large,145,145.0,"13.21331620748757, 77.55413526894684",72,Not Fraud
2408,18,6,3,Bus ,FTG-368-DEV-876,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",58,Not Fraud
2409,20,8,4,Car,FTG-369-NBH-543,A-101,Regular,Small,90,90.0,"13.21331620748757, 77.55413526894684",81,Not Fraud
2410,22,9,5,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",67,Not Fraud
2411,0,10,5,Truck,FTG-371-WEX-987,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",98,Not Fraud
2412,3,11,6,Van,FTG-372-QYZ-654,B-102,Express,Medium,125,125.0,"13.21331620748757, 77.55413526894684",50,Not Fraud
2413,5,12,6,Sedan,FTG-373-KYH-321,A-101,Regular,Medium,115,115.0,"13.21331620748757, 77.55413526894684",75,Not Fraud
2414,7,2,2,SUV,FTG-374-VFR-098,B-102,Express,Large,145,145.0,"13.21331620748757, 77.55413526894684",62,Not Fraud
2415,9,3,1,Bus ,FTG-375-YUI-765,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",84,Not Fraud
2416,12,4,2,Car,FTG-376-CDE-432,A-101,Express,Small,90,90.0,"13.21331620748757, 77.55413526894684",55,Not Fraud
2417,14,5,3,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",80,Not Fraud
2418,16,6,4,Truck,FTG-378-NJH-876,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",68,Not Fraud
2419,18,8,5,Van,FTG-379-RFD-543,B-102,Regular,Medium,125,125.0,"13.21331620748757, 77.55413526894684",90,Not Fraud
2420,21,9,6,Sedan,FTG-380-TKB-210,A-101,Express,Medium,115,115.0,"13.21331620748757, 77.55413526894684",48,Not Fraud
2421,23,10,0,SUV,FTG-381-BVC-987,B-102,Regular,Large,145,145.0,"13.21331620748757, 77.55413526894684",77,Not Fraud
2422,1,11,2,Bus ,FTG-382-XCV-654,C-103,Express,Large,330,90.0,"13.21331620748757, 77.55413526894684",63,Fraud
2423,3,12,2,Car,FTG-383-LLJ-321,A-101,Regular,Small,90,90.0,"13.21331620748757, 77.55413526894684",87,Not Fraud
2424,6,2,4,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",52,Not Fraud
2425,8,3,3,Truck,FTG-385-ZSC-765,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",95,Not Fraud
2426,10,4,4,Van,FTG-386-PLM-432,B-102,Express,Medium,125,125.0,"13.21331620748757, 77.55413526894684",73,Not Fraud
2427,12,5,5,Sedan,FTG-387-HST-109,A-101,Regular,Medium,115,115.0,"13.21331620748757, 77.55413526894684",82,Not Fraud
2428,15,7,6,SUV,FTG-388-WSX-876,B-102,Express,Large,145,145.0,"13.21331620748757, 77.55413526894684",57,Not Fraud
2429,17,8,0,Bus ,FTG-389-QAZ-543,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",96,Not Fraud
2430,19,9,1,Car,FTG-390-RFD-210,A-101,Express,Small,90,90.0,"13.21331620748757, 77.55413526894684",66,Not Fraud
2431,21,10,1,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",89,Not Fraud
2432,3,10,2,Truck,FTG-392-BVC-654,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",51,Not Fraud
2433,6,11,3,Van,FTG-393-NSH-321,B-102,Regular,Medium,125,125.0,"13.21331620748757, 77.55413526894684",76,Not Fraud
2434,8,12,3,Sedan,FTG-394-KJH-098,A-101,Express,Medium,115,115.0,"13.21331620748757, 77.55413526894684",61,Not Fraud
2435,9,2,6,SUV,FTG-395-ESC-765,B-102,Regular,Large,145,90.0,"13.21331620748757, 77.55413526894684",85,Fraud
2436,11,3,5,Bus ,FTG-396-LMK-432,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",74,Not Fraud
2437,13,4,6,Car,FTG-397-PSN-109,A-101,Regular,Small,90,0.0,"13.21331620748757, 77.55413526894684",93,Fraud
2438,15,5,6,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",49,Not Fraud
2439,18,6,0,Truck,FTG-399-WSX-543,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",83,Not Fraud
2440,22,9,2,Van,FTG-400-QBZ-210,B-102,Express,Medium,125,125.0,"13.21331620748757, 77.55413526894684",59,Not Fraud
2441,0,10,3,Sedan,FTG-401-XYZ-987,A-101,Regular,Medium,115,115.0,"13.21331620748757, 77.55413526894684",91,Not Fraud
2442,3,11,4,SUV,FTG-402-AXC-654,B-102,Express,Large,145,145.0,"13.21331620748757, 77.55413526894684",71,Not Fraud
2443,5,12,4,Bus ,FTG-403-PQR-321,C-103,Regular,Large,330,115.0,"13.21331620748757, 77.55413526894684",86,Fraud
2444,7,2,0,Car,FTG-404-DXF-098,A-101,Express,Small,90,90.0,"13.21331620748757, 77.55413526894684",56,Not Fraud
2445,9,3,6,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",79,Not Fraud
2446,12,4,0,Truck,FTG-406-GHI-432,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",64,Not Fraud
2447,14,5,0,Van,FTG-407-JKL-109,B-102,Regular,Medium,125,125.0,"13.21331620748757, 77.55413526894684",97,Not Fraud
2448,16,6,1,Sedan,FTG-408-UVW-876,A-101,Express,Medium,115,115.0,"13.21331620748757, 77.55413526894684",69,Not Fraud
2449,18,8,2,SUV,FTG-409-RST-543,B-102,Regular,Large,145,145.0,"13.21331620748757, 77.55413526894684",94,Not Fraud
2450,21,9,3,Bus ,FTG-410-MNO-210,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",54,Not Fraud
2451,23,10,4,Car,FTG-411-QPE-987,A-101,Regular,Small,90,90.0,"13.21331620748757, 77.55413526894684",81,Not Fraud
2452,1,11,6,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",65,Not Fraud
2453,3,12,6,Truck,FTG-413-PPI-321,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",92,Not Fraud
2454,6,2,1,Van,FTG-414-KJH-098,B-102,Express,Medium,125,125.0,"13.21331620748757, 77.55413526894684",50,Not Fraud
2455,8,3,0,Sedan,FTG-415-DCV-765,A-101,Regular,Medium,115,115.0,"13.21331620748757, 77.55413526894684",75,Not Fraud
2456,10,4,1,SUV,FTG-416-NDH-432,B-102,Express,Large,145,145.0,"13.21331620748757, 77.55413526894684",58,Not Fraud
2457,12,5,1,Bus ,FTG-417-LDI-109,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",89,Not Fraud
2458,15,6,2,Car,FTG-418-UDT-876,A-101,Express,Small,90,90.0,"13.21331620748757, 77.55413526894684",44,Not Fraud
2459,17,8,3,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",78,Not Fraud
2460,19,9,4,Truck,FTG-420-TRU-210,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",67,Not Fraud
2461,21,10,4,Van,FTG-421-BVC-987,B-102,Regular,Medium,125,125.0,"13.21331620748757, 77.55413526894684",95,Not Fraud
2462,0,11,5,Sedan,FTG-422-XSW-654,A-101,Express,Medium,115,115.0,"13.21331620748757, 77.55413526894684",55,Not Fraud
2463,2,12,5,SUV,FTG-423-NRK-321,B-102,Regular,Large,145,145.0,"13.21331620748757, 77.55413526894684",80,Not Fraud
2464,4,2,1,Bus ,FTG-424-CDE-098,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",62,Not Fraud
2465,6,3,0,Car,FTG-425-VRN-765,A-101,Regular,Small,90,90.0,"13.21331620748757, 77.55413526894684",87,Not Fraud
2466,9,4,1,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",47,Not Fraud
2467,11,5,1,Truck,FTG-427-HGT-109,C-103,Regular,Large,330,115.0,"13.21331620748757, 77.55413526894684",73,Fraud
2468,13,6,2,Van,FTG-428-WSX-876,B-102,Express,Medium,125,90.0,"13.21331620748757, 77.55413526894684",68,Fraud
2469,15,8,3,Sedan,FTG-429-QSZ-543,A-101,Regular,Medium,115,100.0,"13.21331620748757, 77.55413526894684",91,Fraud
2470,18,9,4,SUV,FTG-430-LPO-210,B-102,Express,Large,145,145.0,"13.21331620748757, 77.55413526894684",53,Not Fraud
2471,20,10,4,Bus ,FTG-431-ZAS-987,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",82,Not Fraud
2472,22,11,5,Car,FTG-432-IYC-654,A-101,Express,Small,90,90.0,"13.21331620748757, 77.55413526894684",56,Not Fraud
2473,0,12,6,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",84,Not Fraud
2474,3,2,1,Truck,FTG-434-RYV-098,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",69,Not Fraud
2475,5,3,0,Van,FTG-435-UDC-765,B-102,Regular,Medium,125,125.0,"13.21331620748757, 77.55413526894684",94,Not Fraud
2476,7,4,1,Sedan,FTG-436-OOM-432,A-101,Express,Medium,115,115.0,"13.21331620748757, 77.55413526894684",49,Not Fraud
2477,9,5,1,SUV,FTG-437-OJI-109,B-102,Regular,Large,145,145.0,"13.21331620748757, 77.55413526894684",76,Not Fraud
2478,12,6,2,Bus ,FTG-438-LPJ-876,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",63,Not Fraud
2479,14,8,3,Car,FTG-439-UTY-543,A-101,Regular,Small,90,90.0,"13.21331620748757, 77.55413526894684",88,Not Fraud
2480,16,9,4,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",74,Not Fraud
2481,18,10,4,Truck,FTG-441-ZXC-987,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",96,Not Fraud
2482,21,11,5,Van,FTG-442-VBN-654,B-102,Express,Medium,125,125.0,"13.21331620748757, 77.55413526894684",61,Not Fraud
2483,23,12,5,Sedan,FTG-443-QWE-321,A-101,Regular,Medium,115,90.0,"13.21331620748757, 77.55413526894684",85,Fraud
2484,1,2,1,SUV,FTG-444-MKH-098,B-102,Express,Large,145,145.0,"13.21331620748757, 77.55413526894684",52,Not Fraud
2485,3,3,0,Bus ,FTG-445-DCF-765,C-103,Regular,Large,330,265.0,"13.21331620748757, 77.55413526894684",79,Not Fraud
2486,6,4,1,Car,FTG-446-POI-432,A-101,Express,Small,90,90.0,"13.21331620748757, 77.55413526894684",66,Not Fraud
2487,8,5,1,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"13.21331620748757, 77.55413526894684",90,Not Fraud
2488,10,6,2,Truck,FTG-448-JKL-876,C-103,Express,Large,330,265.0,"13.21331620748757, 77.55413526894684",48,Not Fraud
2489,12,8,3,Van,FTG-449-RFD-543,B-102,Regular,Medium,125,125.0,"13.21331620748757, 77.55413526894684",77,Not Fraud
